ZteTrapBody(id=2700864035661151716, newOrClear=1, trapId=1718086415037, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR009, siteName=KDRC009_Ansari_Market(9), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR009, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2024-12-29,12:2:30.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=4247738923921256211, newOrClear=1, trapId=1718086425955, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR031, siteName=KDRP031_Mazrha_OPEX_GP(5431), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR031, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2024-12-31,16:21:32.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086425947, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2024-12-31,16:22:26.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086425955, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2024-12-31,16:23:11.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=7283509981392944582, newOrClear=1, trapId=1718086426028, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR031, siteName=KDRP031_Mazrha_OPEX_GP(5431), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR031, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2024-12-31,16:29:1.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086426028, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2024-12-31,16:30:47.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=8043874452850496646, newOrClear=1, trapId=1718086426108, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR005, siteName=KDRC005_Kandahar_South(5), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR005, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2024-12-31,16:49:31.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086426108, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2024-12-31,16:51:13.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=7808542910657996040, newOrClear=1, trapId=1718086426156, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2024-12-31,17:3:7.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086426156, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2024-12-31,17:5:39.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=3827919059224122904, newOrClear=1, trapId=1718086426203, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2024-12-31,17:19:28.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086426203, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2024-12-31,17:21:30.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=1010544106695532779, newOrClear=1, trapId=1718086426254, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR005, siteName=KDRC005_Kandahar_South(5), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR005, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2024-12-31,17:29:3.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086426254, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2024-12-31,17:30:40.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=8558607651586501475, newOrClear=1, trapId=1718086426351, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR079, siteName=KDRC079_BTS_Karz_P3_MTN(79), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR079, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2024-12-31,17:46:14.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086426351, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2024-12-31,17:48:16.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=7795178577389222574, newOrClear=1, trapId=1718086426370, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR005, siteName=KDRC005_Kandahar_South(5), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR005, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2024-12-31,17:51:57.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086426370, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2024-12-31,17:53:43.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=8905236474692151028, newOrClear=1, trapId=1718086426388, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR005, siteName=KDRC005_Kandahar_South(5), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR005, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2024-12-31,17:59:50.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086426388, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2024-12-31,18:1:36.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=974014428618670693, newOrClear=1, trapId=1718086426404, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR005, siteName=KDRC005_Kandahar_South(5), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR005, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2024-12-31,18:7:11.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086426404, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2024-12-31,18:8:58.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=8705255881268067136, newOrClear=1, trapId=1718086426458, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR005, siteName=KDRC005_Kandahar_South(5), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR005, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2024-12-31,18:14:26.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086426458, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2024-12-31,18:16:13.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=2147523357197706502, newOrClear=1, trapId=1718086426474, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR005, siteName=KDRC005_Kandahar_South(5), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR005, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2024-12-31,18:23:4.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086426474, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2024-12-31,18:24:51.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=2757204971194720016, newOrClear=1, trapId=1718086652206, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,12:0:5.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086652206, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,12:2:17.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=8415593745191931383, newOrClear=1, trapId=1718086652329, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,12:26:2.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086652329, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,12:28:5.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=4328875895514426220, newOrClear=1, trapId=1718086652400, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,12:40:19.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086652400, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,12:42:34.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=8775011035941071954, newOrClear=1, trapId=1718086652471, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,13:0:18.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086652471, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,13:2:21.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=7709117574148819160, newOrClear=1, trapId=1718086652533, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,13:17:6.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086652533, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,13:19:19.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=3695890596807819852, newOrClear=1, trapId=1718086652604, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,13:29:32.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086652604, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,13:31:39.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=8230291895924399554, newOrClear=1, trapId=1718086652640, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=UZG020, siteName=UZGC020(5220), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=UZG020, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,13:40:27.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=9176567224764592174, newOrClear=1, trapId=1718086652698, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR035, siteName=KDRP035_BTS_Haji_Toor_Qalacha_P3(35), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR035, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,14:1:28.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086652698, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,14:3:25.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=791536497342164693, newOrClear=1, trapId=1718086652721, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,14:6:18.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086652721, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,14:8:32.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=1092234016718637007, newOrClear=1, trapId=1718086652760, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,14:10:5.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086652760, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,14:12:28.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=7009904448028128945, newOrClear=1, trapId=1718086652778, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR035, siteName=KDRP035_BTS_Haji_Toor_Qalacha_P3(35), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR035, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,14:12:54.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086652778, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,14:14:45.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=5213002599815121469, newOrClear=1, trapId=1718086652843, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=UZG020, siteName=UZGC020(5220), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=UZG020, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,14:25:41.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=5170876242129396260, newOrClear=1, trapId=1718086652868, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR035, siteName=KDRP035_BTS_Haji_Toor_Qalacha_P3(35), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR035, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,14:31:34.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086652868, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,14:33:28.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=3847573598181412157, newOrClear=1, trapId=1718086652897, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,14:39:17.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086652843, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,14:40:38.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086652897, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,14:41:30.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=1769928179830880928, newOrClear=1, trapId=1718086652974, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR058, siteName=KDRP058_Kandahar_Air_Base_MTN_KDR029(58), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR058, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,14:58:48.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086652974, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,15:1:5.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=4791507562805659157, newOrClear=1, trapId=1718086654015, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR031, siteName=KDRP031_Mazrha_OPEX_GP(5431), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR031, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,17:38:11.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086654015, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,17:39:50.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=3104459992463048746, newOrClear=1, trapId=1718086654031, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR031, siteName=KDRP031_Mazrha_OPEX_GP(5431), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR031, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,17:45:48.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086654031, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,17:47:27.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=746229247201590269, newOrClear=1, trapId=1718086654076, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR031, siteName=KDRP031_Mazrha_OPEX_GP(5431), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR031, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,17:57:30.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086654076, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,17:59:9.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=6610054682274952190, newOrClear=1, trapId=1718086654087, alarmCode=198087337, alarmName=Site Abis control link broken, siteId=KDR031, siteName=KDRP031_Mazrha_OPEX_GP(5431), alarmSeverity=null, alarmEventType=1, alarmNetType=null, alarmServiceType=2G, displaySiteId=KDR031, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=2025-2-17,18:4:51.0,+4:30, alarmClearedTime=null, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
ZteTrapBody(id=null, newOrClear=2, trapId=1718086654087, alarmCode=198087337, alarmName=null, siteId=null, siteName=null, alarmSeverity=null, alarmEventType=null, alarmNetType=null, alarmServiceType=null, displaySiteId=null, alarmFaultCause=null, alarmFaultClass=null, alarmArrivalTime=null, alarmClearedTime=2025-2-17,18:6:30.0,+4:30, alarmNodeBId=null, alarmCellId=null, alarmRncId=null)
